trx_id,sk_order,sk_product,product_name,product_category,product_discontinued,sk_customers,customer_companyname,customer_title,sk_supplier,supplier_companyname,sk_employee,employee_name,employee_title,sk_shipper,ship_city,ship_country,ship_region,shipped_date,shipper_companyname,sk_orderdate,tanggal,tahun_angka,bulan,kuartal,hari_dalam_bulan_angka,unitprice,quantity,discount,freight,amount
2026,784,71,Flotemysost,Dairy Products,Not Discontinued,71,Save-a-lot Markets,Sales Representative,16,Norske Meierier,6,Mr. Michael Suyama,Sales Representative,2,Boise,United States of America,Idaho,1998/04/24 00:00:00.000000000,United Package,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,21.5,16,0.0,227.22,352
2027,785,36,Inlagd Sill,Seafood,Not Discontinued,89,White Clover Markets,Owner,18,Svensk Sjöföda AB,2,Dr. Andrew Fuller,"Vice President, Sales",3,Seattle,United States of America,Washington,1998/04/23 00:00:00.000000000,Federal Shipping,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,19.0,35,0.0,606.19,665
2028,785,38,Côte de Blaye,Beverages,Not Discontinued,89,White Clover Markets,Owner,19,Aux joyeux ecclésiastiques,2,Dr. Andrew Fuller,"Vice President, Sales",3,Seattle,United States of America,Washington,1998/04/23 00:00:00.000000000,Federal Shipping,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,263.5,25,0.0,606.19,6600
2029,785,59,Raclette Courdavault,Dairy Products,Not Discontinued,89,White Clover Markets,Owner,28,Gai pâturage,2,Dr. Andrew Fuller,"Vice President, Sales",3,Seattle,United States of America,Washington,1998/04/23 00:00:00.000000000,Federal Shipping,19980417,1998/04/17 00:00:00.000000000,1998,April,Q2,17,55.0,30,0.0,606.19,1650
2032,787,21,Sir Rodney's Scones,Confections,Not Discontinued,55,Old World Delicatessen,Sales Representative,11,"Specialty Biscuits, Ltd.",8,Ms. Laura Callahan,Inside Sales Coordinator,1,Anchorage,United States of America,Alaska,1998/04/27 00:00:00.000000000,Speedy Express,19980420,1998/04/20 00:00:00.000000000,1998,April,Q2,20,10.0,15,0.1,40.32,150
2033,787,44,Gula Malacca,Condiments,Not Discontinued,55,Old World Delicatessen,Sales Representative,21,Leka Trading,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Anchorage,United States of America,Alaska,1998/04/27 00:00:00.000000000,Speedy Express,19980420,1998/04/20 00:00:00.000000000,1998,April,Q2,20,19.45,12,0.0,40.32,228
2034,787,61,Sirop d'érable,Condiments,Not Discontinued,55,Old World Delicatessen,Sales Representative,29,Forêts d'érables,8,Ms. Laura Callahan,Inside Sales Coordinator,1,Anchorage,United States of America,Alaska,1998/04/27 00:00:00.000000000,Speedy Express,19980420,1998/04/20 00:00:00.000000000,1998,April,Q2,20,28.5,6,0.0,40.32,174
2049,793,21,Sir Rodney's Scones,Confections,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,11,"Specialty Biscuits, Ltd.",4,Mrs. Margaret Peacock,Sales Representative,3,Eugene,United States of America,Oregon,,Federal Shipping,19980422,1998/04/22 00:00:00.000000000,1998,April,Q2,22,10.0,20,0.0,18.84,200
2091,814,60,Camembert Pierrot,Dairy Products,Not Discontinued,32,Great Lakes Food Market,Marketing Manager,28,Gai pâturage,4,Mrs. Margaret Peacock,Sales Representative,3,Eugene,United States of America,Oregon,,Federal Shipping,19980430,1998/04/30 00:00:00.000000000,1998,April,Q2,30,34.0,15,0.0,14.01,510
2097,817,17,Alice Mutton,Meat/Poultry,Discontinued,71,Save-a-lot Markets,Sales Representative,10,"Pavlova, Ltd.",1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/05/04 00:00:00.000000000,Speedy Express,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,39.0,77,0.1,30.09,3003
2098,817,41,Jack's New England Clam Chowder,Seafood,Not Discontinued,71,Save-a-lot Markets,Sales Representative,20,New England Seafood Cannery,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/05/04 00:00:00.000000000,Speedy Express,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,9.65,12,0.0,30.09,120
2099,817,53,Perth Pasties,Meat/Poultry,Discontinued,71,Save-a-lot Markets,Sales Representative,5,"G'day, Mate",1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/05/04 00:00:00.000000000,Speedy Express,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,32.8,25,0.1,30.09,825
2100,817,55,Pâté chinois,Meat/Poultry,Not Discontinued,71,Save-a-lot Markets,Sales Representative,25,Ma Maison,1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/05/04 00:00:00.000000000,Speedy Express,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,24.0,4,0.1,30.09,96
2101,817,68,Scottish Longbreads,Confections,Not Discontinued,71,Save-a-lot Markets,Sales Representative,11,"Specialty Biscuits, Ltd.",1,Ms. Nancy Davolio,Sales Representative,1,Boise,United States of America,Idaho,1998/05/04 00:00:00.000000000,Speedy Express,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,12.5,55,0.0,30.09,715
2104,819,16,Pavlova,Confections,Not Discontinued,89,White Clover Markets,Owner,10,"Pavlova, Ltd.",7,Mr. Robert King,Sales Representative,2,Seattle,United States of America,Washington,1998/05/04 00:00:00.000000000,United Package,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,17.45,3,0.0,44.72,51
2105,819,19,Teatime Chocolate Biscuits,Confections,Not Discontinued,89,White Clover Markets,Owner,11,"Specialty Biscuits, Ltd.",7,Mr. Robert King,Sales Representative,2,Seattle,United States of America,Washington,1998/05/04 00:00:00.000000000,United Package,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,9.2,42,0.0,44.72,378
2106,819,34,Sasquatch Ale,Beverages,Not Discontinued,89,White Clover Markets,Owner,17,Bigfoot Breweries,7,Mr. Robert King,Sales Representative,2,Seattle,United States of America,Washington,1998/05/04 00:00:00.000000000,United Package,19980501,1998/05/01 00:00:00.000000000,1998,May,Q2,1,14.0,35,0.0,44.72,490
2131,830,2,Chang,Beverages,Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,6,Exotic Liquids,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,19.0,24,0.2,8.53,456
2132,830,3,Aniseed Syrup,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,6,Exotic Liquids,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,10.0,4,0.0,8.53,40
2133,830,4,Chef Anton's Cajun Seasoning,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,1,New Orleans Cajun Delights,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,22.0,1,0.0,8.53,22
2134,830,6,Grandma's Boysenberry Spread,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,7,Grandma Kelly's Homestead,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,25.0,1,0.02,8.53,25
2135,830,7,Uncle Bob's Organic Dried Pears,Produce,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,7,Grandma Kelly's Homestead,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,30.0,1,0.05,8.53,30
2136,830,8,Northwoods Cranberry Sauce,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,7,Grandma Kelly's Homestead,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,40.0,2,0.1,8.53,80
2137,830,10,Ikura,Seafood,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,8,Tokyo Traders,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,31.0,1,0.0,8.53,31
2138,830,12,Queso Manchego La Pastora,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,9,Cooperativa de Quesos 'Las Cabras',1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,38.0,2,0.05,8.53,76
2139,830,13,Konbu,Seafood,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,2,Mayumi's,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,6.0,4,0.0,8.53,24
2140,830,14,Tofu,Produce,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,2,Mayumi's,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,23.25,1,0.03,8.53,23
2141,830,16,Pavlova,Confections,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,10,"Pavlova, Ltd.",1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,17.45,2,0.03,8.53,34
2142,830,20,Sir Rodney's Marmalade,Confections,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,11,"Specialty Biscuits, Ltd.",1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,81.0,1,0.04,8.53,81
2143,830,23,Tunnbröd,Grains/Cereals,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,12,PB Knäckebröd AB,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,9.0,2,0.0,8.53,18
2144,830,32,Mascarpone Fabioli,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,4,Formaggi Fortini s.r.l.,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,32.0,1,0.0,8.53,32
2145,830,39,Chartreuse verte,Beverages,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,19,Aux joyeux ecclésiastiques,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,18.0,2,0.05,8.53,36
2146,830,41,Jack's New England Clam Chowder,Seafood,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,20,New England Seafood Cannery,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,9.65,3,0.0,8.53,30
2147,830,46,Spegesild,Seafood,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,22,Lyngbysild,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,12.0,3,0.02,8.53,36
2148,830,52,Filo Mix,Grains/Cereals,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,5,"G'day, Mate",1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,7.0,2,0.0,8.53,14
2149,830,55,Pâté chinois,Meat/Poultry,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,25,Ma Maison,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,24.0,2,0.0,8.53,48
2150,830,60,Camembert Pierrot,Dairy Products,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,28,Gai pâturage,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,34.0,2,0.06,8.53,68
2151,830,64,Wimmers gute Semmelknödel,Grains/Cereals,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,33.25,2,0.03,8.53,66
2152,830,66,Louisiana Hot Spiced Okra,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,1,New Orleans Cajun Delights,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,17.0,1,0.0,8.53,17
2153,830,73,Röd Kaviar,Seafood,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,18,Svensk Sjöföda AB,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,15.0,2,0.01,8.53,30
2154,830,75,Rhönbräu Klosterbier,Beverages,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,7.75,4,0.0,8.53,32
2155,830,77,Original Frankfurter grüne Soße,Condiments,Not Discontinued,65,Rattlesnake Canyon Grocery,Assistant Sales Representative,3,Plutzer Lebensmittelgroßmärkte AG,1,Ms. Nancy Davolio,Sales Representative,2,Albuquerque,United States of America,New Mexico,,United Package,19980506,1998/05/06 00:00:00.000000000,1998,May,Q2,6,13.0,2,0.0,8.53,26
